Aging cycle,SOH(%),SOC(%),R_int(%),Frequency(Hz),Zmod(Ohm),Zphz(deg),Zreal(Ohm),Zimg(Ohm),OCV(V)
0,100.0,75,0.0,9.910149574279785,0.0170121006667614,-1.5339139699935913,0.017006004229187965,-0.0004553909820970148,3.9666223526000977
0,100.0,75,0.0,7.9719390869140625,0.017056699842214584,-1.492630958557129,0.017050912603735924,-0.0004442993667908013,3.9666223526000977
0,100.0,75,0.0,6.351625919342041,0.01707959920167923,-1.5177420377731323,0.017073607072234154,-0.0004523787647485733,3.9666223526000977
0,100.0,75,0.0,4.9708380699157715,0.017140399664640427,-1.4861979484558105,0.017134632915258408,-0.0004445557715371251,3.9666223526000977
0,100.0,75,0.0,3.9423890113830566,0.017178799957036972,-1.5488749742507935,0.017172522842884064,-0.0004643373831640929,3.9666223526000977
0,100.0,75,0.0,3.1672298908233643,0.01721240021288395,-1.6446889638900757,0.017205309122800827,-0.0004940181970596313,3.9666223526000977
0,100.0,75,0.0,2.4854190349578857,0.017312100157141685,-1.8084900379180908,0.017303476110100746,-0.0005463502020575106,3.9666223526000977
0,100.0,75,0.0,1.9711940288543701,0.017367200925946236,-1.9906560182571411,0.017356719821691513,-0.0006032760138623416,3.9666223526000977
0,100.0,75,0.0,1.5836149454116821,0.017412299290299416,-2.139091968536377,0.017400166019797325,-0.000649923225864768,3.9666223526000977
0,100.0,75,0.0,1.2600810527801514,0.01748879998922348,-2.4127120971679688,0.01747329719364643,-0.0007362317410297692,3.9666223526000977
0,100.0,75,0.0,1.0016030073165894,0.017562799155712128,-2.701556921005249,0.017543280497193336,-0.0008277978631667793,3.9666223526000977
0,100.0,75,0.0,0.7971938848495483,0.017667800188064575,-2.999027967453003,0.017643602564930916,-0.0009243618696928024,3.9666223526000977
0,100.0,75,0.0,0.6334459185600281,0.01777159981429577,-3.435570001602173,0.017739661037921906,-0.0010649823816493154,3.9666223526000977
0,100.0,75,0.0,0.5029507279396057,0.01790440082550049,-3.814089059829712,0.01786474511027336,-0.001190987415611744,3.9666223526000977
0,100.0,75,0.0,0.3985969126224518,0.01806030049920082,-4.345498085021973,0.018008382990956306,-0.001368439057841897,3.9666223526000977
0,100.0,75,0.0,0.3167229890823364,0.018243199214339256,-4.850793838500977,0.018177857622504234,-0.0015426671598106623,3.9666223526000977
0,100.0,75,0.0,0.2514753043651581,0.018447499722242355,-5.440164089202881,0.018364407122135162,-0.001748936832882464,3.9666223526000977
0,100.0,75,0.0,0.1996379941701889,0.018678799271583557,-6.015484809875488,0.018575945869088173,-0.001957486616447568,3.9666223526000977
0,100.0,75,0.0,0.15857580304145813,0.018945500254631042,-6.688852787017822,0.018816543743014336,-0.002206724602729082,3.9666223526000977
0,100.0,75,0.0,0.12600809335708618,0.019227100536227226,-7.375485897064209,0.019068019464612007,-0.0024682078510522842,3.9666223526000977
0,100.0,75,0.0,0.10007470101118088,0.01953130029141903,-8.162042617797852,0.019333457574248314,-0.002772920997813344,3.9666223526000977
